Security,Block_ID,Cluster_ID,Forward_Periods,Start_Price_Avg,End_Price_Avg,Percent_Return,Initial_Prices_Count,End_Prices_Count
TIAIY,0,34,500,5.822200059890747,4.145400047302246,-28.800109844043487,10,10
TIIAY,0,34,500,5.911799907684326,4.025000023841858,-31.915827891772047,10,10
TMOAF,0,34,500,11.15999994277954,8.175,-26.747311452369843,10,10
TMOAY,0,34,500,5.670000076293945,3.915999984741211,-30.93474546651493,10,10
TOPPY,0,34,500,9.05299997329712,8.745999908447265,-3.391141784550827,10,10
TOTDY,0,34,500,39.23199882507324,48.967000579833986,24.813932622110215,10,10
TRCLF,0,34,500,21.899999618530277,21.399999618530277,-2.2831050625997924,10,10
TRIP,0,34,500,39.14700012207031,35.62699966430664,-8.99175018976528,10,10
TRUMY,0,34,500,16.11150007247925,23.35099983215332,44.9337412848365,10,10
TSLX,0,34,500,21.023000144958495,22.442000007629396,6.749749573736222,10,10
TSRYF,0,34,500,12.111999893188477,8.819000148773194,-27.18791094332154,10,10
TSRYY,0,34,500,12.174999904632568,8.798000049591064,-27.737165351077834,10,10
TWO,0,34,500,54.696000289916995,26.039999961853027,-52.39140005882038,10,10
